"SPDES_Permit_Number","Facility_Name","Ground_or_Surface","Average_Design_Hydraulic_Flow","Street","City","State","Country","Zip_Code","Latitude","Longitude","Location_1"
"NY0246972","SENECA COUNTY SEWER DISTRICT #2  -W/ 2 WWTPS","Surface","0.66","FORMER HILLSIDE  and  5 PTS CORRECTIONAL WWTPS","SENECA COUNTY","NY","USA",,"42.75","-76.85","FORMER HILLSIDE  and amp; 5 PTS CORRECTIONAL WWTPSSENECA COUNTY, NY(42.75, -76.85)"
"NY0033308","SENECA FALLS WASTEWATER TREATMENT","Surface","3.5","9.5 SENECA ST","SENECA FALLS","NY","USA","13148","42.91","-76.78","9.5 SENECA STSENECA FALLS, NY 13148(42.91, -76.78)"
"NY0240770","SEWAGE SYSTEM HAMLET OF RENSSELAERVILLE","Ground","0.02","MAIN ST","RENSSELAERVILLE","NY","USA","12120","42.51","-74.13","MAIN STRENSSELAERVILLE, NY 12120(42.51, -74.13)"
"NY0212199","SEWARD - T STP","Surface","0.02","ST RTE 165 AT WEST CREEK","SEWARD","NY","USA","13459","42.71","-74.61","ST RTE 165 AT WEST CREEKSEWARD, NY 13459(42.71, -74.61)"
"NY0213292","SEWER DIST #4 - QUINN ESTATES","Surface","0.06","ST RTES 12  and  12A","BINGHAMTON","NY","USA","13901","42.17","-75.88","ST RTES 12  and amp; 12ABINGHAMTON, NY 13901(42.17, -75.88)"
"NY0259519","SEWER DISTRICT #8 BLACK MEADOW CREEK","Surface","1","ST RTE 94","CHESTER","NY","USA","10918","41.34","-74.29","ST RTE 94CHESTER, NY 10918(41.34, -74.29)"
"NY0033588","SHARON SPRINGS STP","Surface","0.43","ST RTE 10 @ NORTH VILLAGE LINE","SHARON SPRINGS","NY","USA","13459","42.8","-74.61","ST RTE 10 @ NORTH VILLAGE LINESHARON SPRINGS, NY 13459(42.80, -74.61)"
"NY0021521","SHAWANGUNK WALLKILL SEWER DISTRICT","Surface","0.64","HOFFMAN RD","WALLKILL","NY","USA","12589","41.63","-74.18","HOFFMAN RDWALLKILL, NY 12589(41.63, -74.18)"
"NY0021466","SHERBURNE - V STP","Surface","0.43","WEST STATE ST","SHERBURNE","NY","USA","13460","42.67","-75.5","WEST STATE STSHERBURNE, NY 13460(42.67, -75.50)"
"NY0036315","SHERMAN WASTEWATER TREATMENT PLT","Surface","0.14","30 HART ST","SHERMAN","NY","USA","14781","42.15","-79.6","30 HART STSHERMAN, NY 14781(42.15, -79.60)"
"NY0029271","SIDNEY - V STP","Surface","1.7","72 RIVER ST","SIDNEY","NY","USA","13838","42.31","-75.4","72 RIVER STSIDNEY, NY 13838(42.31, -75.40)"
"NY0022411","SILVER CREEK WWTP","Surface","0.75","ST RTE 5 - N SIDE - W SIDE OF SILVER CREEK","SILVER CREEK","NY","USA","14136","42.54","-79.16","ST RTE 5 - N SIDE - W SIDE OF SILVER CREEKSILVER CREEK, NY 14136(42.54, -79.16)"
"NY0094480","SKANEATELES (V) WWTP","Surface","0.85","FENNELL ST","SKANEATELES","NY","USA","13152","42.95","-76.43","FENNELL STSKANEATELES, NY 13152(42.95, -76.43)"
"NY0105198","SLOATSBURG MOUNTAIN LAKE MANOR STP","Surface","0.03","LINCOLN ST","SLOATSBURG","NY","USA","10974","41.15","-74.18","LINCOLN STSLOATSBURG, NY 10974(41.15, -74.18)"
"NY0244287","SMYRNA (V) WASTEWATER TREATMENT FACILITY","Ground","0.02","SCHOOL RD","SMYRNA","NY","USA","13464","42.68","-75.56","SCHOOL RDSMYRNA, NY 13464(42.68, -75.56)"
"NY0028088","SODUS POINT - V STP","Surface","0.57","8120 LAKE RD","SODUS POINT","NY","USA","14555","43.26","-76.99","8120 LAKE RDSODUS POINT, NY 14555(43.26, -76.99)"
"NY0021482","SODUS - V STP","Surface","0.38","MUD LN","SODUS","NY","USA","14551","43.25","-77.06","MUD LNSODUS, NY 14551(43.25, -77.06)"
"NY0030651","SOMERSET-BARKER SD STP","Surface","0.28","8500 LOWER LAKE RD","BARKER","NY","USA","14012","43.36","-78.55","8500 LOWER LAKE RDBARKER, NY 14012(43.36, -78.55)"
"NY0191825","SOUTH ALBANY SEWER DIST STP","Surface","0.01","SCOTT BLVD","SOUTH ALBANY","NY","USA",,"42.55","-73.84","SCOTT BLVDSOUTH ALBANY, NY(42.55, -73.84)"
"NY0106895","SOUTH  and  CENTER CHAUTAUQUA LAKE WWTP","Surface","4.1","51 GIFFORD AVE","CELORON","NY","USA","14701","42.1","-79.27","51 GIFFORD AVECELORON, NY 14701(42.10, -79.27)"
"NY0110531","SOUTH CORNING - V WWTP","Surface","0.2","7 CLARK ST","SOUTH CORNING","NY","USA","14830","42.12","-77.03","7 CLARK STSOUTH CORNING, NY 14830(42.12, -77.03)"
"NY0204846","SOUTH DAYTON STP","Surface","0.08","RAILROAD ST EXT","SOUTH DAYTON","NY","USA","14138","42.35","-79.05","RAILROAD ST EXTSOUTH DAYTON, NY 14138(42.35, -79.05)"
"NY0110353","SOUTHEAST BREWSTER HEIGHTS SEWER DIS 1","Surface","0.15","PUTNAM AVE - W OF METRO-NORTH","BREWSTER","NY","USA","10509","41.4","-73.62","PUTNAM AVE - W OF METRO-NORTHBREWSTER, NY 10509(41.40, -73.62)"
"NY0024520","SOUTH FALLSBURG WWTP","Surface","3.26","ST RTE 42 - E SIDE - N OF WILLOW HEIGHTS RD","SOUTH FALLSBURG","NY","USA","12779","41.71","-74.61","ST RTE 42 - E SIDE - N OF WILLOW HEIGHTS RDSOUTH FALLSBURG, NY 12779(41.71, -74.61)"
"NY0026484","SPECULATOR - V  STP","Surface","0.3","ST RTE 30 - N SIDE - E OF RIVER","SPECULATOR","NY","USA","12164","43.49","-74.35","ST RTE 30 - N SIDE - E OF RIVERSPECULATOR, NY 12164(43.49, -74.35)"
"NY0020656","SPENCERPORT - V WWTP","Surface","1","27 WEST AVE","SPENCERPORT","NY","USA","14559","43.19","-77.78","27 WEST AVESPENCERPORT, NY 14559(43.19, -77.78)"
"NY0269328","SPRINGBROOK SHORES WWTP","Surface","0.03","RICE RD - BETWEEN SENECA  and  BOWEN","ELMA","NY","USA","14059","42.83","-78.65","RICE RD - BETWEEN SENECA  and amp; BOWENELMA, NY 14059(42.83, -78.65)"
"NY0021474","SPRINGVILLE WWTP","Surface","1.15","145 MILL ST","SPRINGVILLE","NY","USA","14141","42.5","-78.67","145 MILL STSPRINGVILLE, NY 14141(42.50, -78.67)"
"NY0246450","SPRINGWATER-T WWTP","Surface","0.04","8022 S MAIN ST","SPRINGWATER","NY","USA","14560","42.64","-77.6","8022 S MAIN STSPRINGWATER, NY 14560(42.64, -77.60)"
"NY0021555","STAMFORD - V STP","Surface","0.7","RAILROAD AVE","STAMFORD","NY","USA","12167","42.4","-74.62","RAILROAD AVESTAMFORD, NY 12167(42.40, -74.62)"
"NY0093637","STILLWATER STP","Surface","0.55","RUNDLE LN","STILLWATER","NY","USA","12170","42.94","-73.65","RUNDLE LNSTILLWATER, NY 12170(42.94, -73.65)"
"NY0024333","ST JOHNSVILLE - V STP","Surface","2","BRIDGE ST","ST JOHNSVILLE","NY","USA","13452","42.99","-74.67","BRIDGE STST JOHNSVILLE, NY 13452(42.99, -74.67)"
"NY0031291","STOCKPORT - T KINGS ACRES STP","Surface","0.06","ROSSMANN RD  and  US RTE 9","STUYVESANT","NY","USA","12173","42.32","-73.74","ROSSMANN RD  and amp; US RTE 9STUYVESANT, NY 12173(42.32, -73.74)"
"NY0028851","STONY POINT STP","Surface","1","24 NORTH ST","STONY POINT","NY","USA","10980","41.22","-73.96","24 NORTH STSTONY POINT, NY 10980(41.22, -73.96)"
"NY0255858","ST REGIS FALLS WWTP","Surface","0.12","70 CAMPSITE RD","ST REGIS FALLS","NY","USA","12980","44.67","-74.55","70 CAMPSITE RDST REGIS FALLS, NY 12980(44.67, -74.55)"
"NY0022748","SUFFERN - V STP","Surface","1.8","RIDGE AVE","SUFFERN","NY","USA","10901","41.11","-74.15","RIDGE AVESUFFERN, NY 10901(41.11, -74.15)"
"NY0078131","SUFFOLK CO COMMNTY COLLEGE WWTP","Ground","0.01","OLD MORICHES RD","RIVERHEAD","NY","USA","11901","40.87","-72.7","OLD MORICHES RDRIVERHEAD, NY 11901(40.87, -72.70)"
"NY0077330","SUFFOLK CO NOB HILL SD#15 STP","Ground","0.09","RICHMOND BLVD  and  NICHOLS RD","RONKONKOMA","NY","USA","11779","40.82","-73.14","RICHMOND BLVD  and amp; NICHOLS RDRONKONKOMA, NY 11779(40.82, -73.14)"
"NY0065358","SUFFOLK CO PARKLAND SD#14 STP","Ground","1.25","117 JOANNE DR|PATCHOGUE - HOLBROOK RD","HOLBROOK","NY","USA","11741","40.78","-73.06","117 JOANNE DR|PATCHOGUE - HOLBROOK RDHOLBROOK, NY 11741(40.78, -73.06)"
"NY0226971","SUFFOLK COUNTY (GABRESKI) AIRPORT","Ground","0.1","CO RTE 31","WESTHAMPTON","NY","USA","11978","40.84","-72.63","CO RTE 31WESTHAMPTON, NY 11978(40.84, -72.63)"
"NY0079359","SUFFOLK COUNTY STP #20-W, LEISURE VILLAGE","Ground","0.3","WHISKEY RD  and  BRIDGEWATER RD","RIDGE","NY","USA","11961","40.91","-72.89","WHISKEY RD  and amp; BRIDGEWATER RDRIDGE, NY 11961(40.91, -72.89)"
"NY0079511","SUFFOLK SD #12/BIRCHWOOD SEWER DISTRICT","Ground","0.18","ESSEX DR - BETWEEN ELAN LN  and  WARREN AVE","FARMINGVILLE","NY","USA","11779","40.82","-73.06","ESSEX DR - BETWEEN ELAN LN  and amp; WARREN AVEFARMINGVILLE, NY 11779(40.82, -73.06)"
"NY0077429","SUFFOLK SD #13/WINDWATCH STP","Ground","0.4","BLYDENBURG RD","HAUPPAUGE","NY","USA","11788","40.82","-73.18","BLYDENBURG RDHAUPPAUGE, NY 11788(40.82, -73.18)"
"NY0136964","SUFFOLK SD#18/HAUPPAUGE INDUSTRL PRK STP","Ground","1.65","116 MOTOR PKWY|SCTM# 800-118-2-6","HAUPPAUGE","NY","USA","11788","40.8","-73.26","116 MOTOR PKWY|SCTM# 800-118-2-6HAUPPAUGE, NY 11788(40.80, -73.26)"
"NY0084514","SUFFOLK SD#18N/HEARTLAND INDUSTRL PK STP","Ground","0.2","220 OSER AVE","HAUPPAUGE","NY","USA","11788","40.81","-73.25","220 OSER AVEHAUPPAUGE, NY 11788(40.81, -73.25)"
"NY0066028","SUFFOLK SD#22/HAUPPAUGE COUNTY CTR STP","Ground","0.2","VETERANS MEMORIAL HWY  and  OLD WILLETS","HAUPPAUGE","NY","USA","11788","40.82","-73.22","VETERANS MEMORIAL HWY  and amp; OLD WILLETSHAUPPAUGE, NY 11788(40.82, -73.22)"
"NY0091081","SUFFOLK SEWER DIST #28","Ground","0.14","MORICHES RD/FAIRFIELD DR","SAINT JAMES","NY","USA","11784","40.87","-73.13","MORICHES RD/FAIRFIELD DRSAINT JAMES, NY 11784(40.87, -73.13)"
"NY0023311","SUFFOLK SEWER DIST #6/KINGS PARK","Surface","0.6","86 MARINER DR","KINGS PARK","NY","USA","11754","40.89","-73.22","86 MARINER DRKINGS PARK, NY 11754(40.89, -73.22)"
"NY0080667","SUFFOLK SEWER DISTR #23 STP","Ground","0.07","WOODVILLE RD  and  SHORT ST","MIDDLE ISLAND","NY","USA","11953","40.89","-72.92","WOODVILLE RD  and amp; SHORT STMIDDLE ISLAND, NY 11953(40.89, -72.92)"
"NY0079324","SUFFOLK SEWER DISTRICT #11 STP","Ground","2.4","969 OLD TOWN RD","CORAM","NY","USA","11727","40.88","-73.02","969 OLD TOWN RDCORAM, NY 11727(40.88, -73.02)"
"NY0206644","SUFFOLK SEWER DISTRICT #21/SUNY STONY BROOK SD","Surface","2.8","CIRCLE RD (LOOP RD)","STONY BROOK","NY","USA","11794","40.92","-73.12","CIRCLE RD (LOOP RD)STONY BROOK, NY 11794(40.92, -73.12)"
"NY0021750","SUFFOLK STP #1/PORT JEFFERSON SEWER DIST","Surface","1.15","BEACH ST","PORT JEFFERSON","NY","USA","11777","40.94","-73.07","BEACH STPORT JEFFERSON, NY 11777(40.94, -73.07)"
"NY0226688","SUFFOLK STP #20-E/WM FLOYD SEWER DISTR","Ground","0.08","WILLIAM FLOYD PKWY - W SIDE - N OF WHISKEY RD","RIDGE","NY","USA","11961","40.91","-72.88","WILLIAM FLOYD PKWY - W SIDE - N OF WHISKEY RDRIDGE, NY 11961(40.91, -72.88)"
"NY0080683","SUFFOLK STP #7/TWELVE PINES-MEDFORD SD","Ground","0.83","WOODSIDE AVE","MEDFORD","NY","USA","11768","40.79","-72.96","WOODSIDE AVEMEDFORD, NY 11768(40.79, -72.96)"
"NY0076988","SUFFOLK STP #7-W/WOODSIDE-MEDFORD SD","Ground","0.4","HARRISON AVE PATCHOGUE RD","BELPORT","NY","USA","11713","40.79","-72.95","HARRISON AVE PATCHOGUE RDBELPORT, NY 11713(40.79, -72.95)"
"NY0079391","SUFFOLK STP #8/STRATHMORE RIDGE SD","Surface",,"SMITH RD","RIDGE","NY","USA","11961","40.88","-72.9","SMITH RDRIDGE, NY 11961(40.88, -72.90)"
"NY0065447","SUFFOLK STP #9/COLLEGE PARK SEWER DISTR","Ground","0.05","ROBERTA AVE","SELDEN","NY","USA","11788","40.85","-73.04","ROBERTA AVESELDEN, NY 11788(40.85, -73.04)"
"NY0070033","SUFFOLK STRATHMORE HUNTINGTON SD#5 STP","Ground","0.24","TRUXTON RD","DIX HILLS","NY","USA","11746","40.78","-73.35","TRUXTON RDDIX HILLS, NY 11746(40.78, -73.35)"
"NY0030252","SWAN LAKE SD STP","Surface","0.43","SWAN LAKE RD - S OF TOWN LINE","LIBERTY","NY","USA","12754","41.74","-74.78","SWAN LAKE RD - S OF TOWN LINELIBERTY, NY 12754(41.74, -74.78)"
"NY0257001","TABERG SEWER DISTRICT WASTEWATER TREATMENT FACILITY","Surface","0.03","5017 CHURCH ST","TABERG","NY","USA","13471","43.3","-75.61","5017 CHURCH STTABERG, NY 13471(43.30, -75.61)"
"NY0026239","TALLMAN ISLAND WASTEWATER TREATMENT PLANT","Surface","80","127-01 POWELLS COVE BLVD","COLLEGE POINT","NY","USA","11356","40.79","-73.83","127-01 POWELLS COVE BLVDCOLLEGE POINT, NY 11356(40.79, -73.83)"
"NY0026573","TANNERSVILLE - V STP","Surface","0.8","ALLEN RD","TANNERSVILLE","NY","USA","12485","42.18","-74.15","ALLEN RDTANNERSVILLE, NY 12485(42.18, -74.15)"
"NY0030708","THOMPSON MELODY LAKE SEWER DISTRICT STP","Surface","0.04","HEMLOCK LN - S SIDE - W OF PINE LN","MONTICELLO","NY","USA","12701","41.59","-74.66","HEMLOCK LN - S SIDE - W OF PINE LNMONTICELLO, NY 12701(41.59, -74.66)"
"NY0030716","THOMPSON SACKETT LAKE SEWER DIS STP","Surface","0.5","SACKETT LAKE RD - 0.3 MILES NORTH OF SQUIRREL CORNERS","MONTICELLO","NY","USA","12701","41.6","-74.75","SACKETT LAKE RD - 0.3 MILES NORTH OF SQUIRREL CORNERSMONTICELLO, NY 12701(41.60, -74.75)"
"NY0036706","TICONDEROGA SEWER DIST #5 WPCP","Surface","1.7","219 MONTCALM ST","TICONDEROGA","NY","USA","12883","43.85","-73.41","219 MONTCALM STTICONDEROGA, NY 12883(43.85, -73.41)"
"NY0026093","TITUSVILLE SD STP","Surface","0.17","SCENIC HILLS RD - NW SIDE - E OF CO RTE 21 @ CO RTE 49","LAGRANGEVILLE","NY","USA","12540","41.66","-73.84","SCENIC HILLS RD - NW SIDE - E OF CO RTE 21 @ CO RTE 49LAGRANGEVILLE, NY 12540(41.66, -73.84)"
"NY0264989","TITUSVILLE WASTEWATER TREATMENT PLANT","Surface","0.5","OVERLOOK RD","LAGRANGE","NY","USA","12540","41.68","-73.86","OVERLOOK RDLAGRANGE, NY 12540(41.68, -73.86)"
"NY0022098","TIVOLI WWTF","Surface","0.1","MONTGOMERY ST","TIVOLI","NY","USA","12583","42.05","-73.9","MONTGOMERY STTIVOLI, NY 12583(42.05, -73.90)"
"NY0020371","TONAWANDA PUMP STATION SANITARY SEWER OVERFLOW","Surface","0","170 NIAGARA ST","TONAWANDA","NY","USA","14150","43.02","-78.88","170 NIAGARA STTONAWANDA, NY 14150(43.02, -78.88)"
"NY0026395","TONAWANDA WASTEWATER TREATMENT FACILITY","Surface","30","779 TWO MILE CREEK RD","TONAWANDA","NY","USA","14150","42.99","-78.9","779 TWO MILE CREEK RDTONAWANDA, NY 14150(42.99, -78.90)"
"NY0025739","TOWN OF BETHLEHEM - CEDAR HILL WPCP","Surface","6","98 DINMORE RD  and  ST RTE 144","SELKIRK","NY","USA","12158","42.54","-73.76","98 DINMORE RD  and amp; ST RTE 144SELKIRK, NY 12158(42.54, -73.76)"
"NY0093688","TOWN OF BOLTON WWTP","Ground","0.3","BROOK ST EXT","BOLTON LANDING","NY","USA","12814","43.55","-73.66","BROOK ST EXTBOLTON LANDING, NY 12814(43.55, -73.66)"
"NY0209601","TOWN OF BROOKHAVEN SEWER DISTRICT #2","Ground","0.2","LIE  and  WILLIAM FLOYD PKWY","YAPHANK","NY","USA","11980","40.84","-72.88","LIE  and amp; WILLIAM FLOYD PKWYYAPHANK, NY 11980(40.84, -72.88)"
"NY0277827","TOWN OF BROOKHAVEN SEWER DISTRICT #2","Ground","0.2","LIE  and  WILLIAM FLOYD PKWY","YAPHANK","NY","USA","11980","40.84","-72.88","LIE  and amp; WILLIAM FLOYD PKWYYAPHANK, NY 11980(40.84, -72.88)"
"NY0233200","TOWN OF CHENANGO SEWER DISTRICT # 10","Surface","0.04","CASTLE CREEK RD @ PENNVIEW APTS","CHENANGO","NY","USA",,"42.19","-75.9","CASTLE CREEK RD @ PENNVIEW APTSCHENANGO, NY(42.19, -75.90)"
"NY0203360","TOWN OF ELMA SEWER DISTRICT NO 7","Surface","0.02","CORNER OF BOWEN  and  BULLIS RD","ELMA","NY","USA","14059","42.83","-78.63","CORNER OF BOWEN  and amp; BULLIS RDELMA, NY 14059(42.83, -78.63)"
"NY0265217","TOWN OF HAGUE SEWER DISTRICT # 1","Ground","0.09","DECKER HILL RD, DODD HILL RD, RT. 9N, RT 8","HAGUE","NY","USA","12836","43.74","-73.51","DECKER HILL RD, DODD HILL RD, RT. 9N, RT 8HAGUE, NY 12836(43.74, -73.51)"
"NY0105104","TOWN OF HANOVER SEWER DIST #1 STP","Surface","0.5","12784 BUFFALO RD","IRVING","NY","USA","14081","42.56","-79.1","12784 BUFFALO RDIRVING, NY 14081(42.56, -79.10)"
"NY0203858","TOWN OF HUME STP","Surface","0.05","20 N GENESEE ST","FILLMORE","NY","USA","14735","42.47","-78.1","20 N GENESEE STFILLMORE, NY 14735(42.47, -78.10)"
"NY0027171","TOWN OF ONTARIO STP","Surface","1","2200 LAKE RD","ONTARIO","NY","USA","14519","43.27","-77.27","2200 LAKE RDONTARIO, NY 14519(43.27, -77.27)"
"NY0258270","TOWN OF OTTO SD #1 STP","Surface","0.03","YOUNGS RD","OTTO","NY","USA","14766","42.35","-78.83","YOUNGS RDOTTO, NY 14766(42.35, -78.83)"
"NY0258202","TOWN OF RANDOLPH SEWER DISTRICT","Surface","0.07","6 JAMESTOWN ST|","RANDOLPH","NY","USA","14772","42.16","-78.97","6 JAMESTOWN ST|RANDOLPH, NY 14772(42.16, -78.97)"
"NY0027197","TOWN OF VIRGIL SEWER DISTRICT #1 WWTP","Surface","0.08","2000 ST RTE 392","CORTLAND","NY","USA","13045","42.5","-76.14","2000 ST RTE 392CORTLAND, NY 13045(42.50, -76.14)"
"NY0025704","TOWN OF WALWORTH SEWER DISTRICT #1 WWTP","Surface","1.25","3451 ONTARIO CTR RD","WALWORTH","NY","USA","14568","43.12","-77.29","3451 ONTARIO CTR RDWALWORTH, NY 14568(43.12, -77.29)"
"NY0023990","TOWN OF YORK WWTF","Surface","0.3","3479 RETSOF RD |AKA CALEDONIA RD @ BIDWELLS CREEK","RETSOF (YORK)","NY","USA","14592","42.83","-77.88","3479 RETSOF RD |AKA CALEDONIA RD @ BIDWELLS CREEKRETSOF (YORK), NY 14592(42.83, -77.88)"
"NY0149209","TRI-MUNICIPAL WWTP","Surface","2.78","171 SHEAFE RD","WAPPINGERS FALLS","NY","USA","12590","41.6","-73.94","171 SHEAFE RDWAPPINGERS FALLS, NY 12590(41.60, -73.94)"
"NY0246999","TROUPSBURG WWTP","Surface","0.04","768 SPUR RD","TROUPSBURG","NY","USA","14885","42.03","-77.54","768 SPUR RDTROUPSBURG, NY 14885(42.03, -77.54)"
"NY0099309","TROY - C COMBINED SEWER OVERFLOWS","Surface","1.2","CITY-WIDE","TROY","NY","USA","12182","42.74","-73.68","CITY-WIDETROY, NY 12182(42.74, -73.68)"
"NY0024902","TRUMANSBURG - V STP","Surface","0.25","35 LAKE ST","TRUMANSBURG","NY","USA","14886","42.54","-76.64","35 LAKE STTRUMANSBURG, NY 14886(42.54, -76.64)"
"NY0026824","TULLY - V STP","Surface","0.23","GROVE ST","TULLY","NY","USA","13159","42.79","-76.1","GROVE STTULLY, NY 13159(42.79, -76.10)"
"NY0029939","TUPPER LAKE WWTF","Surface","4.5","WATER ST","TUPPER LAKE","NY","USA","12986","44.23","-74.48","WATER STTUPPER LAKE, NY 12986(44.23, -74.48)"
"NY0031216","TUXEDO PARK STP","Surface","0.4","WEE WAH RD - N END WEE WAH LAKE","TUXEDO PARK","NY","USA","10987","41.22","-74.19","WEE WAH RD - N END WEE WAH LAKETUXEDO PARK, NY 10987(41.22, -74.19)"
"NY0021563","ULSTER SEWER DISTRICT SEWAGE TREATMENT PLANT","Surface","1.6","1101 DOGWOOD ST EXT","KINGSTON","NY","USA","12401","41.96","-74","1101 DOGWOOD ST EXTKINGSTON, NY 12401(41.96, -74.00)"
"NY0021571","ULSTER WHITTIER SEWER DIS STP","Surface","0.1","ULSTER LANDING RD - N OF ST RTE 199","KINGSTON","NY","USA","12401","41.98","-73.95","ULSTER LANDING RD - N OF ST RTE 199KINGSTON, NY 12401(41.98, -73.95)"
"NY0024228","UNION SPRINGS - V STP","Surface","0.33","CHAPEL ST","UNION SPRINGS","NY","USA","13160","42.84","-76.69","CHAPEL STUNION SPRINGS, NY 13160(42.84, -76.69)"
"NY0031429","UTICA COMBINED SEWER OVERFLOWS","Surface","0","SEVERAL LOCATIONS","UTICA","NY","USA","13502","43.09","-75.24","SEVERAL LOCATIONSUTICA, NY 13502(43.09, -75.24)"
"NY0021806","VALATIE SEWAGE TREATMENT PLANT","Surface","0.25","OFF ST LUKES DR","VALATIE","NY","USA","12184","42.4","-73.68","OFF ST LUKES DRVALATIE, NY 12184(42.40, -73.68)"
"NY0077593","VALLEY DALE STP","Surface","0.04","68 FOREST VALLEY RD","PLEASANT VALLEY","NY","USA","12569","41.72","-73.81","68 FOREST VALLEY RDPLEASANT VALLEY, NY 12569(41.72, -73.81)"
"NY0261360","VALLEY FALLS WWTP","Surface","0.06","BET BOSTON   and  MAINE RR  and  HOOSICK RIVER","VALLEY FALLS","NY","USA",,"42.9","-73.56","BET BOSTON  and amp; MAINE RR  and amp; HOOSICK RIVERVALLEY FALLS, NY(42.90, -73.56)"
"NY0099295","VANDERBURGH COVE SEWER DISTRICT NO 1","Surface","0.01","COVE RD","RHINEBECK","NY","USA","12572","41.87","-73.92","COVE RDRHINEBECK, NY 12572(41.87, -73.92)"
"NY0208426","V-BLOOMINGBURG STP","Surface","0.07","MAIN ST (OLD RTE 17)","BLOOMINGBURG","NY","USA","12721","41.55","-74.43","MAIN ST (OLD RTE 17)BLOOMINGBURG, NY 12721(41.55, -74.43)"
"NY0020249","VERNON SEWAGE TREATMENT PLANT PROPERTY","Surface","0.81","VAN EPPS RD","VERNON","NY","USA","13476","43.08","-75.54","VAN EPPS RDVERNON, NY 13476(43.08, -75.54)"
"NY0262749","VESTAL EMERGENCY SEWER OVERFLOWS","Surface",,"702 VESTAL PKWY E, 2400 VESTAL RD, 2014 VESTAL RD, 1801 VESTAL PKWY E  and  1300 CAMPUS DR","VESTAL","NY","USA","13850","42.09","-76.02","702 VESTAL PKWY E, 2400 VESTAL RD, 2014 VESTAL RD, 1801 VESTAL PKWY E  and amp; 1300 CAMPUS DRVESTAL, NY 13850(42.09, -76.02)"
"NY0020079","V-GREENPORT WASTEWATER TREAMENT PLANT","Surface","0.66","1885 MOORES LN","GREENPORT","NY","USA","11944","41.1","-72.37","1885 MOORES LNGREENPORT, NY 11944(41.10, -72.37)"
"NY0022713","VICTOR - V STP","Surface","0.5","BRACE RD","VICTOR","NY","USA","14564","42.97","-77.39","BRACE RDVICTOR, NY 14564(42.97, -77.39)"
"NY0257532","VILLAGE HERMON WASTEWATER TREATMENT","Surface","0.06","102 WATER STREET / CO RTE 17","HERMON","NY","USA","13652","44.47","-75.23","102 WATER STREET / CO RTE 17HERMON, NY 13652(44.47, -75.23)"
"NY0235890","VILLAGE OF ANTWERP WWTP","Surface","0.12","MAIN ST","ANTWERP","NY","USA","13608","44.19","-75.6","MAIN STANTWERP, NY 13608(44.19, -75.60)"
"NY0110434","VILLAGE OF BERGEN SEWAGE TREATMENT PLANT","Surface","0.21","6593 NORTH LAKE ST","BERGEN","NY","USA","14416","43.09","-77.93","6593 NORTH LAKE STBERGEN, NY 14416(43.09, -77.93)"
"NY0251739","VILLAGE OF BROADALBIN WWTF","Surface","0.15","S SECOND AVE","BROADALBIN","NY","USA","12025","43.05","-74.2","S SECOND AVEBROADALBIN, NY 12025(43.05, -74.20)"
"NY0269336","VILLAGE OF CASTILE WWTP","Surface","0.18","PARK RD E","CASTILE","NY","USA","14427","42.62","-78.04","PARK RD ECASTILE, NY 14427(42.62, -78.04)"
"NY0029211","VILLAGE OF DEPOSIT WPCP","Surface","0.7","MILL ST","DEPOSIT","NY","USA","13754","42.05","-75.42","MILL STDEPOSIT, NY 13754(42.05, -75.42)"
"NY0060992","VILLAGE OF FISHKILL STP","Surface","0.45","JACKSON ST","FISHKILL","NY","USA","12524","41.53","-73.9","JACKSON STFISHKILL, NY 12524(41.53, -73.90)"
"NY0021547","VILLAGE OF GRANVILLE WWTP","Surface","0.65","METTAWEE ST","GRANVILLE","NY","USA","12832","43.41","-73.27","METTAWEE STGRANVILLE, NY 12832(43.41, -73.27)"
"NY0024678","VILLAGE OF LYNDONVILLE WWTP","Surface","0.15","30 RAILROAD AVE","LYNDONVILLE","NY","USA","14098","43.32","-78.38","30 RAILROAD AVELYNDONVILLE, NY 14098(43.32, -78.38)"
"NY0030376","VILLAGE OF MALONE WASTE WATER TREATMENT PLANT","Surface","3.3","4 LANE ST","MALONE","NY","USA","12953","44.86","-74.29","4 LANE STMALONE, NY 12953(44.86, -74.29)"
"NY0252042","VILLAGE OF MAYFIELD WWTP","Surface","0.13","MAYFIELD LAKE","MAYFIELD","NY","USA","12117","43.09","-74.26","MAYFIELD LAKEMAYFIELD, NY 12117(43.09, -74.26)"
"NY0022331","VILLAGE OF MIDDLEPORT WWTF","Surface","0.7","3825 N HARTLAND ST","MIDDLEPORT","NY","USA","14105","43.22","-78.47","3825 N HARTLAND STMIDDLEPORT, NY 14105(43.22, -78.47)"
"NY0025461","VILLAGE OF MINOA STP","Surface","0.99","KALINE DR","MINOA","NY","USA","13116","43.07","-75.99","KALINE DRMINOA, NY 13116(43.07, -75.99)"
"NY0026433","VILLAGE OF MONTGOMERY STP","Surface","0.5","BACHELOR ST - W END","MONTGOMERY","NY","USA","12549","41.52","-74.24","BACHELOR ST - W ENDMONTGOMERY, NY 12549(41.52, -74.24)"
"NY0022985","VILLAGE OF PERRY STP","Surface","0.97","WATER ST","PERRY","NY","USA","14530","42.72","-77.98","WATER STPERRY, NY 14530(42.72, -77.98)"
