"Region","County","Site_Name_Title","Description","Latitude","Longitude","Statewide_PTH_Site_Theme_Tag","Website_URL","Photo_URL","Town_City_Village","Address","State","Zip_Code","Phone","Location"
"Finger Lakes","Cayuga","Harriet Tubman Home, Inc., The","The Harriet Tubman Home, Inc., is located on 26 acres and includes four buildings. Tubman, known as the Moses of Her People, was a courageous fighter who delivered hundreds of slaves to freedom on her Underground  Railroad and promoted black education, social betterment  and  womens rights. In 1857, she moved to Auburn where she was provided a two-story brick home by William H. Seward, the US Senator from New York. The present-day site includes a Welcome Center and the Harriet Tubman Home for the Aged.","42.9113926","-76.5645873","Civil Rights","http;//www.harriethouse.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/119.jpg","Auburn","180 South Street","NY","13021","315-252-2081","(42.911392599999999, -76.564587299999999)"
"Finger Lakes","Cayuga","Millard Fillmore Historical Site","This recreational pavilion and public park honor Millard Fillmore, the 13th President of the United States, who was born in a log cabin on this site on January 7, 1800.","42.7686777","-78.6224824","US Presidents","http;//www.tourcayuga.com","","Locke","24 Shearer Ave","NY","14052","716-652-8875","(42.768677699999998, -78.622482399999996)"
"Finger Lakes","Cayuga","Seward House Museum, The","William H. Seward was one of the most influential figures in Am. politics in the 19th C. He was a governor of NY, a U.S. Senator and a Sec. of State to Presidents Abraham Lincoln and Andrew Johnson. His wife Frances played an important role as his advisor, and she supported the Womens Rights movement and hid runaway slaves in her basement. The House Museum includes period rooms and  changing exhibitions. The museum also has an unmatched collection of political and travel souvenirs spanning Sewards nearly 40-year career.","42.9293114","-76.5665175","Arts and Culture","http;//www.sewardhouse.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/120.jpg","Auburn","33 South Street","NY","13021","315-252-1283","(42.929311400000003, -76.566517500000003)"
"Finger Lakes","Cayuga","Sterling Nature Center","The Sterling Nature Center preserves and interprets the natural history of the region. This unique park features glacially-formed bluffs with scenic vistas of Lake Ontario. The Center is a 1200-acre facility which includes an interpretive center with exhibits about the surrounding area, its natural wonders and its history.","43.377623","-76.65734","Natural history","http;//www.cayuganet.org","","Sterling","15380 Jenzvold Rd","NY","13156","315-947-6143","(43.377623, -76.657340000000005)"
"Finger Lakes","Cayuga","Willard Memorial Chapel","The Willard Chapel, work of Louis Comfort Tiffany and Tiffany Glass and Decorating Co, includes 14 opalescent windows, a rose window, a large figural window, 9 Moresque-style chandeliers, memorial tablets of glass mosaic tile and gilt bronze, furnishings of oak inlaid with metal and glass mosaic, a ceiling with gold leaf stencils and mosaic flooring. Built in 1892-94, the interior was entirely handcrafted by Tiffany Glass and Decorating Co. and is the only complete and unaltered Tiffany-designed religious interior in the world.","42.9368414","-76.5635775","Arts and Culture","http;//www.willardchapel.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/196.jpg","Auburn","17 Nelson Street","NY","13021","315-252-0339","(42.936841399999999, -76.563577499999994)"
"Chautauqua-Allegheny","Chaut","Grape Discovery Center","The Concord Grape Belt is the largest and oldest Concord grape growing region in the world.  Native to North America and first commercially produced in Concord, Massachusetts, grape soon found its way to western New York where climate, geography and soils are favorable to its production.  The VisitorscCenter provides information on regional attractions, wine tasting of 24 local wineries, and exhibits and displays that celebrate and tell the story of 150+ years of grape growing in the region.","42.310609","-79.597728","Innovation and Commerce","http;//www.grapediscoverycenter.com","","Westfield","8305 West Main Street","NY","14787","716-326-2003","(42.310608999999999, -79.597728000000004)"
"Chautauqua-Allegheny","Chautauqua","Chautauqua Institution","Chautauqua Institution is a seasonal music and cultural festival which has provide programs to millions of visitors over the past 138 years, as well as a year-round National Historic District. Summer visitors enjoy concerts from several musical genres, lectures/discussions, special classes, as well as lake activities, golf, and tennis.","42.209724","-79.4668356","Arts and Culture","http;//www.ciweb.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/753.jpg","Chautauqua","1 Ames Ave","NY","14722","716-357-6230","(42.209724000000001, -79.466835599999996)"
"Chautauqua-Allegheny","Chautauqua","Dunkirk Lighthouse  and  Veterans Park Museum","With its 27-mile range, Dunkirk Lighthouse is one of the most prominent beacons on Lake Erie. Also known as known as Point Gratiot Light, this active lighthouse was established in 1826; the current tower was first lit in 1875. The lighthouse, automated in 1960, still uses the original third order Fresnel lens installed in 1857. At the Museum, visitors can explore the historic lighthouse, admire the magnificent view of Lake Erie from the observation deck and stroll through the park grounds.","42.493777","-79.353872","Canals and Transportation","http;//www.dunkirklighthouse.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/758.jpg","Dunkirk","1 Lighthouse Point Drive","NY","14048","716-366-5050","(42.493777000000001, -79.353871999999996)"
"Chautauqua-Allegheny","Chautauqua","Fenton History Center","Reuben E. Fenton, 1818-1885, was the 25th Governor of NYS. The Fenton History Center Research area is the largest resource for genealogy and local history research between Buffalo, NY and Erie PA. The 1863 mansion is the staging point for tour and interpretation of Jamestowns former industrial prosperity and influence. Included are local history exhibits, period rooms and the resources collection, library/archives and educational resources.","42.0913817","-79.2384868","Arts and Culture","http;//www.fentonhistorycenter.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/761.jpg","Jamestown","67 Washington St","NY","14701","716-664-6256","(42.091381699999999, -79.238486800000004)"
"Chautauqua-Allegheny","Chautauqua","Lily Dale Assembly and Museum","Started by Free Thinkers from Laona, NY, the Lily Dale Assembly grew from a tent city to what is now proclaimed to be the worlds largest center for spiritualism.  Susan B. Anthony graced its stages early in her career, and notables like Arthur Conan Doyle and Mae West were known to visit as well.   An 1890 one-room school house is now home to the Lily Dale Museum, featuring a womens suffrage display as well as photos, artifacts and memorabilia.","42.350743","-79.325977","Arts and Culture","http;//www.lilydaleassembly.com","","Lilydale","5 Melrose Park","NY","14752","716-595-8721","(42.350743000000001, -79.325976999999995)"
"Chautauqua-Allegheny","Chautauqua","Lucille Ball-Desi Arnaz Center","The Lucille Ball-Desi Arnaz Center in Jamestown, Lucys hometown, celebrates the legacy of the First Couple of Comedy with memorabilia, awards, video and photographs from their lives and film and television work.  There are even costumes and complete recreations of Lucy and Ricky Ricardos New York City apartment, their Hollywood hotel suite and an interactive Vitamatavegamin set.","42.0964003","-79.2413441","Arts and Culture","http;//www.lucy-desi.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/771.jpg","Jamestown","2 W 3rd St","NY","14701","716-484-0800","(42.096400299999999, -79.241344100000006)"
"Chautauqua-Allegheny","Chautauqua","McClurg Museum","The McClurg Museum, home of Chautauqua County Historical Society, is an 1820 frontier mansion with 24 rooms on 3 floors.  William Seward, NYS Governor and US Secretary of State under Abraham Lincoln, lived in the McClurg Mansion from 1836 to 1837.  The museum contains a research library, military artifacts, farm and craftsman tools, toys, pioneer kitchen and Native American artifacts. It is the staging point for the Portage Trail, which traverses the early exploration and transportation route from Lake Erie to Chautauqua Lake.","42.321962","-79.578116","Canals and Transportation","http;//www.scclurgmuseum.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/773.jpg","Westfield","Rt. 394 and  Rt. 20","NY","14878","716-326-2977","(42.321961999999999, -79.578115999999994)"
"Chautauqua-Allegheny","Chautauqua","Midway State Park","Midway State Park is an historic amusement park originally established in 1898 as a trolley park. It is one of the oldest continually operating amusement parks in the nation.  Traditional rides for all ages, arcade, roller skating, go-karts, bumper boats, miniature golf, boat docking, pavilion rentals, and food and catering services are available.","42.2014639","-79.4198757","Arts and Culture","http;//www.nysparks.com","","Maple Springs","4859 Rt. 430","NY","14712","716-386-3165","(42.2014639, -79.419875700000006)"
"Chautauqua-Allegheny","Chautauqua","Robert H. Jackson Center","Robert H. Jackson was a former country lawyer from Chautauqua County who went on to have a significant impact on the world and national affairs as Solicitor General, U.S. Attorney General, U.S. Supreme Court Justice and perhaps most notably as Chief U.S. Prosecutor at the Nuremberg War Trials. Jacksons legacy has now become a beacon of the ideals he stood for during his lifetime; justice, fairness and human decency. The Jackson Center was established to honor and continue this legacy.","42.0983017","-79.2377067","Civil Rights","http;//www.roberthjackson.org","","Jamestown","305 E. Fourth Street","NY","14701","716-483-6646","(42.0983017, -79.237706700000004)"
"Chautauqua-Allegheny","Chautauqua","Roger Tory Peterson Institute of Natural History","A nature center, gallery, and library dedicated to the lifes work of famed ornithologist and wildlife artist Roger Tory Peterson. Also features works from other internationally acclaimed wildlife artists.","42.1173717","-79.2246868","Arts and Culture","http;//www.rtpi.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/788.jpg","Jamestown","311 Curtis St","NY","14701","716-665-2473 ext- 228","(42.1173717, -79.224686800000001)"
